Year,job_description 
2015,"Title: DevOps EngineeråÊåÊMandatory Skills:åÊPython  Write Javascript and SQL  Knowledge of AIX/Linux/SolarisåÊåÊJob Description:åÊResponsibilities :åÊExcellent Python and Shell Scripting skillsGood knowledge of Oracle and Mongo DBAble to write Javascript and SQLAutomation tool AnsibleMonitoring tools like Logstash, Splunk is good to haveKnowledge of AIX/Linux/Solaris Operating systems is a plusGood diagnostics skills on OSKnowledge of various testing tools like Junit or others is a plusåÊPrimary SkillsPythonåÊåÊåÊåÊåÊåÊåÊVIVA USA is an equal opportunity employer and is committed to maintaining a professional working environment that is free from discrimination and unlawful harassment. The Management, contractors, and staff of VIVA USA shall respect others without regard to race, sex, religion, age, color, creed, national or ethnic origin, physical, mental or sensory disability, marital status, sexual orientation, or status as a Vietnam-era, recently separated veteran, Active war time or campaign badge veteran, Armed forces service medal veteran, or disabled veteran. Please contact us at hr@viva-it.com for any complaints, comments and suggestions.åÊåÊPlease send your resumes to ""staffing10@viva-it.com"" and one of our recruiter will get in touch with you.åÊContact Details:Recruiter name: Kother Mideen S,Phone(847) 796-1620,Email: staffing10@viva-it.comAccount co-ordinator: Lakshmikanth S,Phone No:847-368-0860 *238 , Email id: lakshmikanths@viva-it.comåÊåÊVIVA USA INC.3601 Algonquin Road, Ste 425Rolling Meadows, IL 60008staffing10@viva-it.com | http://www.viva-it.com"
2015,"Centizen Inc. is a global IT solutions and consulting firm focused on delivering scalable‰Û solutions that address complex business problems of our clients. We provide above market salaries and benefits. Please visit our website to see all of our open positions in PM, QA, BSA, SAP, Analytics, Java development and others at http://careers.centizen.com/Senior Business Development/Sales Account Executive:Duration: 1 YearRate:åÊOpen and negotiable for the right candidateLocation:åÊIssaquah , WACentizen Inc, a fast growing and dynamic professional services company specializing in IT consulting and outsourcing, is looking for an experienced motivated individual to perform business development and sales of IT solutions to leading mid-tier and large companies in the Seattle metro area.This Senior Business Development/Sales Account Executive (IT Solutions, Projects and Outsourcing) is responsible for building/managing relationships in selling IT solutions to Centizen customers and prospects.- This involves marketing and selling to existing and potential clients, understanding their IT strategies and needs, uncovering solution opportunities appropriate to Centizen's services offerings, and managing the entire sales process necessary to successfully close business.- This position offers the opportunity for unlimited self-driven sales success, as well as participate in the future and strategic direction of the company for your personal career growth.Desired Skills and Experience:Successful track record of at least five years of experience in IT consulting services sales with established relationships in prime Seattle area accounts and a track record of opening new accounts.åÊHigh integrity and professionalism.åÊGood oral and written communication skills.åÊåÊSelf managing.åÊProficiency in desktop applicationsTo Apply:We offer immediate H1B transfer. Immediate Green Card processing with PERM for the right candidates.Please send us your resume, Visa Status, Availability, your requested bill rate, Skype Id to lbr@centizen.comThere are many advantages for IT professionals like yourself to work with Centizen. These include:We enjoy approved IT vendor status with several leading companies in the Pacific Northwest and continually grow our list of approved vendor status with additional companies.We are an ethical company with integrity and a dedication to delivering high results for our clients.We are fair and honest in all of our business dealings with our consultants and clientsWe pay top scale hourly rates based on your credentials, experience and market demand for your skill setsWe can offer other related benefits as needed and customized to your situationWe can work with you to help you achieve your career growth and goalsPlease follow us on:Open Positions-http://www.careers.centizen.com/Facebook -https://www.facebook.com/CentizenLinkedIn -http://www.linkedin.com/company/centizenTwitter -http://twitter.com/centizenincWe are always looking to network, so if you are in the market or just interested in hearing about future opportunities, please send us a current resume along with your hourly compensation requirements. If you would like to be added to our linked in professional network, go to our LinkedIn profile at http:// www.linkedin.com/in/leemaåÊ"
2015,"One of TEKsystems largest clients is looking for a TIBCO developer for an initial 6 month contract. This person will be working for a shared services team which supports multiple technology teams across the enterprise. - experience working with TIBCO Business Works - experience working with TIBCO Enterprise Message Service- experience creating service or architecture model for an enterprise- java development experience- SOAP or REST web services   About TEKsystems :Join TEKsystems and get your career on the fast track. As one of North America's premiere IT staffing, IT talent management and IT services companies, we provide solutions that work. We actively seek talented IT professionals with all levels of information technology skills and expertise in order to support critical engagements at client sites worldwide. Because of our industry-specific focus, knowledge and connections, we can share highly desirable positions you might not otherwise know about. From customized training and flexible hiring options, to dedicated teams of recruiters working to find you the right opportunity, TEKsystems specializes in IT career management."
2015,"Are you passionate about innovative technologies like speech and IoT? Interested in Amazon Alexa, the brain behind Amazon Echo? Are you entrepreneurial, and do you like solving tough technical problems for customers? The Amazon Alexa team is looking for a Senior Technical Program Manager to help build the Alexa Skills Kit (SDK), which is the developer SDK and platform that 3rd party developers use to create skills for Amazon Alexa. We are looking for a candidate with a passion for new products and IoT, enthusiasm for our mission, and a talent for managing building great products. We're working hard, having fun, and making history. The Senior Technical Program Manager role requires working with product management, development, and speech teams to understand how speech user experience translate into Alexa SDK needs, and leading cross functional teams from design through delivery, and managing all related timelines. This position involves regular communication with senior management on status, risks and change control. Cross-team coordination, project management, and executive presentation skills are essential. Key Responsibilities: åÊ * Partner with product management to help drive the roadmap using key insights from our developer customers  * Scope large projects for the Alexa Skills Kit (the Alexa SDK), end-to-end  * Build and manage an agile backlog for your customer and technical requirements  * Work closely with the engineers to architect and develop the best technical design and approach  * Coordinate and lead design discussions across the SDK and Platform teams to deliver SDK requirements  * Interact with senior management, stakeholders and customers on weekly reviews of your programs.  * Collaborate effectively with peer teams and key partner services to deliver robust engineering product If you have an entrepreneurial spirit, know how to deliver, are deeply technical, highly innovative and long for the opportunity to build pioneering solutions to challenging problems, we want to talk to you. Basic Qualifications  * BS in computer science, computer engineering or a related technical discipline  * 5-7 years of Technical Program Management experience in a related industry  * 10+ years of relevant work experience in internet-related program and/or technical product management in a software applications environment Preferred Qualifications  * Expertise in agile software engineering practices & best practices for the full software development life cycle, including agile estimation and planning, coding standards, code reviews, source control management, build processes, testing, and operations  * Track record for managing complex technology projects with aggressive schedules and scarce resources  * Track record for being detail-oriented with a demonstrated ability to self-motivate and follow-through on projects  * Solid foundation in service-oriented technologies to be able to understand service inter-dependencies and drive towards technical solutions for multi-tiered systems  * Experience in communicating with users, other technical teams, and management to collect requirements, evaluate alternatives and develop processes and tools as needed to support the organization  * Excellent communication skills and the ability to generate and communicate meaningful development metrics  * Comfortable working in a fast paced, highly collaborative, dynamic work environment Amazon is an Equal Opportunity-Affirmative Action Employer - Minority/Female/Disability/Veteran/Gender Identity/Sexual Orientation åÊ Posted Date:  11/11/2016"
2015,"robert(at)lastwordconsulting(dot)comPositionåÊåÊåÊåÊåÊåÊåÊåÊåÊåÊåÊåÊåÊåÊåÊåÊåÊåÊåÊåÊåÊ SAP Hana AdministratorLocationåÊåÊåÊåÊåÊåÊåÊåÊåÊåÊåÊåÊåÊåÊåÊåÊåÊåÊåÊåÊåÊ Santa Clara, CAJob TypeåÊåÊåÊåÊåÊåÊåÊåÊåÊåÊåÊåÊåÊåÊåÊåÊåÊåÊåÊ FULL TIMEModeåÊåÊåÊåÊåÊåÊåÊåÊåÊåÊåÊåÊåÊåÊåÊåÊåÊåÊåÊåÊåÊåÊåÊåÊåÊåÊ Phone/SkypeåÊSkills Required:-åÊThis role involves 80% hands on SAP Basis and HANA administration for complex installations.åÊMinimum 7 years of hands on experience in installation, upgrade and support of SAP BASIS NetWeaver environmentsSAP HANA Enterprise Cloud installation, migration, supportHands on expereince of HANA, Sybase, Oracle, DB2 and SQL Server databasesHands on experience supporting new age SAP products like Enterprise Portal (EP),Business Intelligence (BI), Master Data Governance (MDG), Supplier RelationshipManagement (SRM),Customer Relationship Management (CRM),Supply ChainManagement (SCM), Business Objects (BOBJ), Data Services (DS), Fiori, F&R etc.Experience in setting up High Availability and Disaster Recovery SystemsExperience in Infrastructure Basis Tasks like Performance analysis, SAP TransportManagement System (STMS) configuration and administration, Language installations, SAP Client copy and deletion, Support Pack Stack (SPS) upgrade, Install and maintain add-ons etc.Experience in Configuring Solution Manager and Monitoring tasks like Computing Center Management System (CCMS), Solutrobert(at)lastwordconsulting(dot)com"
2015,"Archway Marketing Services is in need of 1 PC Technicians to join their team (2:00pm - 10:00pm). This person will be imaging laptops and tablet devices to be used in the Microsoft interactive display project (used to advertise at different events). They will also handle basic technical support call from Microsoft sales reps in the field during trade shows.They may also be completing factory resets for phone devices.   About TEKsystems:Join TEKsystemså¨, a leading IT staffing, IT talent management and IT services firm, and get your career on the fast track. We have more than 100 offices worldwide, and we partner with over 6,000 clients and place over 80,000 consultants per year. At TEKsystems, we seek to understand our consultants' skills, goals and interests, allowing us to present targeted job opportunities on a contract, contract-to-hire or direct placement basis. TEKsystems' leadership in the market stems from our sincere and personal commitment to driving the success of our customers, consultants and each other."
2015,"Job Title: Dynamics AX Finance Business Analyst - Los Angeles - $120KJob Description:Dynamics AX Finance Business Analyst - Los Angeles - $120KMy client is an innovative BioTech company who has been focused on growing out their IT team for the past 3 years! They are working on a number of  Dynamics AX2012r3 roll outs and building out a very strong ERP team. You will be a liaison between their Finance team and the implementation team. In this role, you will be working with the companies users to gather requirements, GAP analysis, documentation, implementation, and support. Ideal Candidates will have: -4 years of Dynamics AX experience -Finance / Accounting background is mandatory  This position is an urgent need and I do not expect it to be open for much longer, please call me or email me if you or anyone you know is interested, 212-731-8262 or email a.whitehand@nigelfrank.com Nigel Frank International is the global leader for Microsoft Dynamics recruitment, advertising more Axapta / Dynamics AX jobs than any other agency. We deal with both Microsoft Partners & End Users throughout North America. By specializing solely in placing candidates in the Microsoft Dynamics market I have built relationships with most of the key employers in North America and have an unrivaled understanding of where the best opportunities and Axapta / Dynamics AX jobs are. I understand the need for discretion and would welcome the opportunity to speak to any Microsoft Dynamics AX / Axapta candidates that are considering a new career or job either now or in the future. Confidentiality is of course guaranteed. For information on the Microsoft Dynamics market and some of the opportunities and Dynamics AX / Axapta jobs that are available I can be contacted on 212-731-8262. Please see www.nigelfrank.com for more fantastic Microsoft Dynamics opportunities!"
2015,"Works with operational staff and application analysts to define report requirements Uses knowledge of Crystal Reports and the Epic Clarity database to develop and maintain reports that meet operational requirements in one or more functional areas Uses technical and analytical skills in validation of reports and in resolution of problems. Participated in review of release notes for upgrades. Assists in report maintenance required for upgrades. **Please send all resumes directly to ashley.wiggins@rht.com Job Requirements Associate's degree and five (7) years relevant experience or Bachelor's degree and three (5) years relevant experience required Proficiency with Business Objects' Crystal Reports required.Knowledge of Web Intelligence (WEBI )a plus. Ability to develop SQL queries and SQL scripts required Experience with Epic's Clarity data model preferred Strong interpersonal, communication (verbal and written) and organizational skills required Strong analysis and problem solving skills required Ability to travel and obtain certification within an established timeframe required Experience with Microsoft Office Suite required Healthcare experience preferred"
2015,"TEKsystems has an immediate need for a Fortigate Firewall Engineer. This position would be 100% work from home! If you are interested, please apply directly for more details!Top Skills Needed:1. Fortigate Firewall Experience 2. Fortimangager/Fortianalyzer Experience - Will be using these tools during the process of installing and maintaing the firewalls. Specifically will be using Fortimanager to push out the firewall rules3. Cisco Networking Experience - These firewalls will be replacing the current Cisco ASA ones that are in place. Also this individual will need to have a knowledge of how to route/switch in a Cisco environment in order to properly implement Fortigate into the existing environment.   About TEKsystems:Join TEKsystemså¨, a leading IT staffing, IT talent management and IT services firm, and get your career on the fast track. We have more than 100 offices worldwide, and we partner with over 6,000 clients and place over 80,000 consultants per year. At TEKsystems, we seek to understand our consultants' skills, goals and interests, allowing us to present targeted job opportunities on a contract, contract-to-hire or direct placement basis. TEKsystems' leadership in the market stems from our sincere and personal commitment to driving the success of our customers, consultants and each other."
2015,"Our Santa Monica based finance and banking client has an immediate need for a Senior CRM Dynamics DeveloperåÊfor a 3 to 18 months Contract opportunity.åÊ There is potential for this position to be extended or converted.åÊåÊSenior CRM Dynamics DeveloperåÊ - 5+ years of .NET experienceåÊ- 5+years of recent full time Microsoft CRM Dynamics development experienceåÊåÊRequired:åÊ- Creating client application extensionsåÊ- Customizing business logic with plug-insåÊ- Automating business processes with workflowsåÊ- Utilizing asynchronous serviceåÊ - Data Management (duplicate detection and bulk deletion)åÊ- Solution Management (packaging and distribution)åÊåÊOtheråÊ‰Û¢ .NET FrameworkåÊ‰Û¢ JavaScriptåÊ‰Û¢ jQueryåÊ‰Û¢ Microsoft SQL ServeråÊ‰Û¢ Web Services (OData/SOAP)åÊåÊ- Local candidates only (Santa Monica, CA) or willing to come onsite for the interview. (No relocation assistance)åÊ- U.S. Citizens and those authorized to work in the U.S. are encouraged to apply. We are unable to sponsor at this time.åÊåÊåÊThe Mice Groups is a certified Minority Business Enterprise. We have been named one of Silicon Valley's fastest growing private companies two years in a row and were named to Inc's 5000 fastest growing private companies in the nation.åÊåÊåÊWe provide professional technology staffing solutions to the most respected companies in a variety of industries, including Finance and Banking, Software Development, e-Commerce and Retail, Biotechnology, Healthcare, Insurance and Services for contract, contract to hire as well as direct hire roles.åÊPlease visit our website at www.micegroups.com/ to see a complete listing of all of our current openings."
2015,"Minimum Required Skills:Workday, Workday Studio, EIB, HCM, payroll, IntegrationsIf you are a Workday Technical Business Analyst/Lead with experience, please read on!We are a strong, global company looking for a Workday Technical Business Analyst/Lead.  This person will be the technical owner of Workday in our environment.  You will sit within the HRIS team, owning all the configuration, implementations and new release upgrades for Workday.  You must have a strong technical background in Workday integration tools, Core Connector, EIB and have the ability to create executive dashboards among many of the technical responsibilities.  We have many projects on the plate for the upcoming year including building a change control process, rolling out Single Sign-On, performing mass data loads into Workday using EIBs.  We also have global initiatives to move many of our 50 countries from a manual payroll process to an automated payroll process with Workday and a payroll partner.  You will be the liaison with technology and will also be the technical expert on all applications that integrate with Workday.  You must have at least Workday's HCM and Payroll modules with strong project management skills to work in an Agile like environment.What You Need for this PositionRequirements:Bachelor's degree4+ years owning the technical upgrade or implementation of any ERP (PeopleSoft, Workday, Oracle, SAP)3+ years technically focused on Workday HCM and Payroll (Financials are a huge plus)3+ years working with Workday Integrations - Core Connector, EIB3+ years working with Workday Studio custom integrationsPluses:Workday Integrations CertificationExperience with web service technologies (REST, SOAP, SAML, SSL, WSDI)What's In It for YouWe offer a strong package and after you are settled in, a remote working arrangement a couple of days a week!Local Candidates ONLY please.So, if you are a Workday Technical Business Analyst/Lead with experience, please apply today!Applicants must be authorized to work in the U.S.Please apply directly to by clicking 'Click Here to Apply' with your Word resume!Looking forward to receiving your resume and going over the position in more detail with you.- Not a fit for this position? Click the link at the bottom of this email to search all of our open positions.Looking forward to receiving your resume!CyberCodersCyberCoders, Inc is proud to be an Equal Opportunity EmployerAll qualified applicants will receive consideration for employment without regard to race, color, religion, sex, national origin, disability, protected veteran status, or any other characteristic protected by law.Your Right to Work - In compliance with federal law, all persons hired will be required to verify identity and eligibility to work in the United States and to complete the required employment eligibility verification document form upon hire.Copyright å© 1999 - 2016 . CyberCoders, Inc. All rights reserved."
2015,"Minimum Required Skills:Containerized Cloud Apps (AWS/Docker/Azure/Rackspa, Optimize Data Structures, JavaScript, HTML/CSS, Angular.js 2, RESTful OpenAPIs, NLP/Machine Learning, Google Cloud Platform, Python 3, JavaIf you are a Software Developer with experience, please read on!We bring APIs, functionality, cloud services and analytics all together in a one stop shop. We save millions of dollars by getting rid of the old and in with the new. We grant the ability to use old systems with new, producing even better and accurate results for billions of bits of data.What You Will Be DoingYou will be:Working with a team of hard-core product developers, learning how to build big-data applications for the enterpriseThinking in code, solving code problems and writing codeBuilding data aware web applications in a Docker type cloud environment such as AWSInterfacing with disparate systems and negotiating with customer developers to complete your interface workWorking with customers to implement interfacesKnowing the importance of  data and algorithms and how to mashup APIs to exchange dataWhat You Need for this PositionAt Least 3 Years of experience and knowledge of:- Amazon\Azure\Google Cloud - Java or Python- JavaScript- HTML5\CSS3- Strong math backgroundNice to haves- Node.js\Angular.js 2- d3.js- Polymer- RESTful OpenAPIs- AWS- Linux- Docker- NLP/Machine Learning- Firebase- Devops- Golang, Julia, RWhat's In It for YouA competitive salary of based on experienceDentalVisionHealthLife insurance401kDisabilityFlexible scheduleBonus potentialSo, if you are a Software Developer with experience, please apply today!Applicants must be authorized to work in the U.S.Please apply directly to by clicking 'Click Here to Apply' with your Word resume!Looking forward to receiving your resume and going over the position in more detail with you.- Not a fit for this position? Click the link at the bottom of this email to search all of our open positions.Looking forward to receiving your resume!CyberCodersCyberCoders, Inc is proud to be an Equal Opportunity EmployerAll qualified applicants will receive consideration for employment without regard to race, color, religion, sex, national origin, disability, protected veteran status, or any other characteristic protected by law.Your Right to Work - In compliance with federal law, all persons hired will be required to verify identity and eligibility to work in the United States and to complete the required employment eligibility verification document form upon hire.Copyright å© 1999 - 2016 . CyberCoders, Inc. All rights reserved."
2015,"SQL Business Intelligence Developer Location: Syracuse, NYResponsibilitiesDesign and develop complex ETL data loading packages.Drive for and create ETL architectural and development standards.Adhere to ETL/Data Warehouse/Data mart development best practices Identify and resolve any performance and/or data related issues Design, construct, deploy, test and support standard reports, dashboards, self-service queries and data visualizations Conduct data analysis of internal and external data sources Ensure data is collected and structured in a way to ensure performance and maintainability Provide documentation (Data Mapping, Technical Specifications, Production Support, data dictionaries, test cases, etc.)Provide Production Support of Data Warehouse as well as ETL jobs used to support the Data Warehouse.This includes being an active member of the Point rotation as well as providing support to other team members that are covering point.Perform duties & responsibilities specific to department functions & activities. Minimum Education and Experience5+ Years of MSBI Stack SQL Server DBMS, SQL Server Reporting Services (SSRS), SQL Server Analysis Services(SSAS) and SQL Server Integration Services (SSAS) 5+ Years of MS SQL Server Database Design/Development5+ Years of Data Warehousing Experience Expert Microsoft SQL Development (T-SQL) Expert Microsoft SSIS Development (2008, 2012, 2014) Experience Implementing Enterprise Level Data Warehouses Experience in Data Modeling Strong Understanding of Agile Data Warehouse Development Advance knowledge of performance tuning related to ETL Development Strong experience with Source Control (TFS, Red Gate, etc.)Strong experience with SQL Server Management Studio & BIDS Strong Leadership, communication (verbal & written) and problem solving skills Project team leadership experience Results/Goal oriented Ability to handle multiple projects and manage time efficiently"
2015,"RESPONSIBILITIES:Kforce has a client seeking a Technical Business Analyst. This is a remote opportunity with some travel required.Summary:This role has individual responsibility for applying analytical skills to determine and document information risk compliance of technical solutions, presenting this documentation in a manner that is concise, measurable and flexible enough to meet risk SMS, project and stakeholder needs, and collaborate with the various project, risk and compliance resources to facilitate the resolution of global risk issues. The documentation also includes capturing provided recommendations both in a working document and a final formal risk assessment report. This role actively liaises with risk assessment team members, IT project teams, stakeholders and risk specialists/subject matter specialists/SMEs from throughout the firm locally and international.REQUIREMENTS:* Must have at least 5 years of experience in the following areas: risk management - or - relevant experience; should have strong quality and customer orientation and should include some aspects of research, analysis, writing, and reporting* Demonstrated ability in independently dealing with challenging situations, navigating disagreement, and negotiation at different levels in risk management* Ideally have international/cross-border experience, to include working on complex programs that have competing resourcing issues, as well as coordinating various groups both internal and external on projects* Preferred experience with navigating the relationship between the technology, security and business domains, especially balancing quality with speed of business* Solid decision-making abilities within a fast-moving, deadline driven, business environment; ability to thrive in a virtual environmentKforce is an Equal Opportunity/Affirmative Action Employer. All qualified applicants will receive consideration for employment without regard to race, color, religion, sex, pregnancy, sexual orientation, gender identity, national origin, age, protected veteran status, or disability status."
2015,"Alexa is the name of the Amazon cloud service that powers Echo, the groundbreaking new Amazon device designed around your voice. Customers love Alexa and are even more excited about Alexa's future potential. We are seeking a BIE to help understand customer engagement with Alexa third party skills. As a BIE, you will work with product management & marketing teams to better understand customer engagement. You will specifically focus on the international markets (UK, DE). You will be involved in building out our data infrastructure and responsible for identifying KPIs we will use to track the customer journey and engagement across a wide range of touch points with Alexa. You will also help the broader team identify new features and business opportunities through your analysis. In this highly visible role, you will work with a wide range of stakeholders - ranging from VPs to engineers, from marketers to product managers. A successful candidate will be able to partner effectively with both business and technical teams, including clear communication of results across a variety of stakeholders. He/she will be an expert in SQL/ETL and data manipulation, with a proven track record of connecting data insights to business impact. The candidate will also have an eye for optimization and automation in reporting. This high-impact role provides a great opportunity to demonstrate capabilities to dive deep, deliver results, think big, invent and simplify, and earn trust. RESPONSIBILITIES Own the design, development, and maintenance of ongoing metrics, reports, analyses, dashboards, etc. to drive key business decisions  Continually improve ongoing reporting and analytic processes, automating or simplifying self-service support for customers  Collaborate with engineers to implement the design of the data architecture.  Own and perform individual deep dive analyses on our customers, including communicating results and implications to business leaders.  Derive insights from customer feedback and usage data and provide input into new product development Basic Qualifications  * Bachelor's or advanced degree in Math, Finance, Statistics, Engineering, Computer Science or related discipline.  * Experience in data mining (SQL, ETL, data warehouse, etc.) and using databases in a business environment with large-scale, complex datasets.  * SQL and Excel skills.  * 3-5 years of years of relevant work experience in analytics, data engineering, business intelligence, or related field. Preferred Qualifications  * Advanced degree in Math, Finance, Statistics, Engineering, Computer Science or related discipline.  * Knowledge of data visualization and exploration tools (Looker, Tableau, etc.).  * Proficiency with statistics and use of statistical applications such as R.  * Knowledge of Advanced SQL and a programming language  * Experience with data visualization using Tableau or similar tools  * Proven track record of successful communication of analytical outcomes through written communication, including an ability to effectively communicate with both business and technical teams. Amazon.com is an Equal Opportunity-Affirmative Action Employer - Minority / Female / Disability / Veteran / Gender Identity / Sexual Orientation åÊ Posted Date:  11/10/2016"
2015,"Experis is seeking a Decommissioning Technician with experience with working with servers in a datacenter environment, for our client in the Santa Clara, CA area.  This is a long term contract opportunity with the potential for extension or to move into a perm role upon successful completion of the contract.   Job Title: Decommissioning Technician I Location: Santa Clara, CA 95054  Work Requirements: Must be eligible to work in the US; ability to pass a drug and background screening Compensation: DOE medical and dental benefits availableResponsibilities / Expectations:Decommissioning and processing of legacy hardware out of the data center facilitiesMoving/lifting packages usually no greater than 75 lbs.Unpacking/repacking fragile electronicsRelocating and moving of large enterprise equipmentCreating/attaching labels and barcodesHard drive installation and removal, and destructionBasic Networking removal/installation and clearing of configurations.Physical layer and Application layerUpdating progress through a web ticketing systemReporting of processes and regular status updatesDocumenting proceduresEscalating to senior technicians and management as needed/requiredFamiliarity with basic PC components/hardware:HDD/SSD/Flash/Removable storage mediaUSB/FireWire/EsataRam/CPU/Motherboard/Input-Output devicesDesired Experience:Previous experience working on IT equipment (racking & stacking gear, cable management, building computers, troubleshooting PC/Desktops/Laptops)Previous experience migrating and decommissioning of data center assets a plus.Cisco switch configurationsLinuxMust Haves:Experience with a ticketing system is a plus but not requiredWork well with others and communicate/promote cross team funtionalityPossess excellent communication skillsPerform duties constantly and without deviations unless otherwise instructedThe position has a physical component requiring the ability to lift up to 75 lbs. and may require working in cramped spaces or elevated locations.Relocation of Large enterprise equipment may be required, candidates must be able to document and track equipment during relocation efforts.Our client's Data Centers are 24x7 environments. All interested candidates must be willing to work rotating shifts (day/night) as well as weekends. Data Center Technicians may also be required to wear a pager for communication, information, emergency, and on-call situations.Employment for all candidates is contingent upon pass a background screeningA highly motivated, dependable individualHave strong attention to detail, maintain high quality standardsSelf-starterLearn quicklyHighly motivatedAble to work with minimal supervisionBasic Understanding of computer hardware and components.Experis also has many other opportunities with this client, in other markets nationwide.  Experis is an Equal Opportunity Employer (EOE/AA)"
2015,"Hello All,We're currently hiring for a great contract position with one of our clients based out ofåÊSunnyvale, CAPlease apply only if you're LOCAL to Bay Area, CA. Onsite Interview is a MUSTRequired SkillsåÊSolid understanding of functional (FP) programming in Javascript using current design patterns/practices, especially as it applies to building flexible NodeJS and AngularJS applications;Deep hands-on knowledge of : JavaScript , NodeJS , Bootstrap and AngularJSJavaScript-based build systems such as Grunt and GulpCreating RESTful web services /API‰Ûªs using Node.js with or without framework assistance (e.g. Express)JavaScript-based unit testing toolsExperience with designing both relational and non-relational databases and optimizing database structure for performance and/or maintainability and the ability to design and optimize queries.Experience with source control, work item tracking, and build management with Git (or similar).Passion about building high-quality systems with software implementation best practices.Eagerness to learn and work outside your technology comfort zone.Ability to be self-motivated, independent, and detail-oriented.Please apply to this job posting or you can drop me an email atåÊsakshi@mumbatech.comOR you can reach me at 408-916-4850åÊ"
2015,"Minimum Required Skills:JavaScript, MySQL, AngularJS, Node.JS, ReactJS, Server-Side JavaScript, Backend Development, Frontend developmentWe are looking for a smart, driven and passionate JavaScript Developer to join our team.  If you are a JavaScript Developer with experience developing  web applications, please read on!Top Reasons to Work with Us-Vacation time, excellent work/life balance-Lots of growth and direct impact to our product-We're a passionate team that is looking for someone that's not afraid to share their ideasWhat You Will Be Doing-Building some really cool new web and mobile apps-Developing in JavaScript and work across multiple frameworks (NodeJS, AngularJS and ReactJS)-Writing clean code and working in a test driven development environment (TDD)What You Need for this PositionAt Least 1+ Years of experience and knowledge of:- JavaScript- MySQL- AngularJS- Node.JS- ReactJS- Server-Side JavaScript- Backend Development- Frontend development-Soft skills: confident, adaptable, curious , open to new ideas and not afraid to share your ideasWhat's In It for You- Salary- Vacation/PTO- Medical- Dental- Vision- Stock optionsSo, if you are a JavaScript Developer that takes pride in writing clean code, please apply today!Applicants must be authorized to work in the U.S.Please apply directly to by clicking 'Click Here to Apply' with your Word resume!Looking forward to receiving your resume and going over the position in more detail with you.- Not a fit for this position? Click the link at the bottom of this email to search all of our open positions.Looking forward to receiving your resume!CyberCodersCyberCoders, Inc is proud to be an Equal Opportunity EmployerAll qualified applicants will receive consideration for employment without regard to race, color, religion, sex, national origin, disability, protected veteran status, or any other characteristic protected by law.Your Right to Work - In compliance with federal law, all persons hired will be required to verify identity and eligibility to work in the United States and to complete the required employment eligibility verification document form upon hire.Copyright å© 1999 - 2016 . CyberCoders, Inc. All rights reserved."
2015,"Minimum Required Skills:iOS Development, Objective-C, SWIFT, Networking, iOS SDKWe are an established, yet fast-growing industry leader in the online privacy space. We are super passionate about enabling online-privacy for every user, across all their devices, spanning our customer base of +1 Million users. We're looking to add a passionate iOS Developer to join our lean Dev team. Come Join Us!Top Reasons to Work with Us- Great Benefits- Casual Work Environment- Awesome Downtown Toronto Location- Free Coffee, Snacks and a Fully Stocked Beer FridgeWhat You Will Be Doing- Full-Cycle development of our iOS applications- Use your Ninja-like coding skills to be the maestro of Objective-C and Swift development- Collaborate with our lean, experienced Development team- Solve real-world problems for our global customer baseWhat You Need for this Position- 2+ years iOS development experience- Deep understanding of the iOS platform- Experience with Objective-C and/or Swift- Solid understanding of networking- Built and published a few apps on the app storesSo, if you are a iOS Developer with 2+ years' experience, please apply today!Applicants must be authorized to work in the U.S.Please apply directly to by clicking 'Click Here to Apply' with your Word resume!Looking forward to receiving your resume and going over the position in more detail with you.- Not a fit for this position? Click the link at the bottom of this email to search all of our open positions.Looking forward to receiving your resume!CyberCodersCyberCoders, Inc is proud to be an Equal Opportunity EmployerAll qualified applicants will receive consideration for employment without regard to race, color, religion, sex, national origin, disability, protected veteran status, or any other characteristic protected by law.Your Right to Work - In compliance with federal law, all persons hired will be required to verify identity and eligibility to work in the United States and to complete the required employment eligibility verification document form upon hire.Copyright å© 1999 - 2016 . CyberCoders, Inc. All rights reserved."
2015,"Robert Half Technology is seeking a System Engineer. The Systems Engineer will have strong capabilities in troubleshooting, systems selection, and design, as well as the ability to help define solutions to meet business needs, helping to provide technical oversight, planning, and implementation across multiple sites. This role will be part of a technically complex network and server environment that will present challenges and opportunities for the team. Candidate will have experience working within the data center completing cable run, rack/stack, and documentation of hardware installs. Job Requirements Network configuration, monitoring, and troubleshooting experience are a must. Experience working with Windows 2003-2012, VMware, SBS Server, Storage Technologies Microsoft certifications a plus CCNA certification a plus Effectively utilizes tools to resolve issues and escalates appropriately. Hands on experience with Wired and Wireless networking, PC and server virtualization software, virus protection, backup systems. Proven background of providing great customer service. Ability to work independently, prioritizes existing projects, and proactively determine areas requiring additional attention, monitoring, or maintenance. Strong documentation skills"
